glycan,concentration,unit,ID,species,day,ref,genetic,aggregator
LNnDFH-I,26,mg/l,human50_d60_li2022,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,54,mg/l,human51_d174_li2022,Homo_sapiens,174,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,36,mg/l,human52_d132_li2022,Homo_sapiens,132,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,85,mg/l,human53_d259_li2022,Homo_sapiens,259,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,55,mg/l,human54_d169_li2022,Homo_sapiens,169,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human55_d179_li2022,Homo_sapiens,179,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,52,mg/l,human56_d113_li2022,Homo_sapiens,113,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,75,mg/l,human57_d106_li2022,Homo_sapiens,106,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,96,mg/l,human58_d60_li2022,Homo_sapiens,60,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,36,mg/l,human59_d66_li2022,Homo_sapiens,66,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,53,mg/l,human60_d86_li2022,Homo_sapiens,86,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human61_d59_li2022,Homo_sapiens,59,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human62_d19_li2022,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human63_d20_li2022,Homo_sapiens,20,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,66,mg/l,human64_d16_li2022,Homo_sapiens,16,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,31,mg/l,human65_d16_li2022,Homo_sapiens,16,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,77,mg/l,human66_d158_li2022,Homo_sapiens,158,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human67_d246_li2022,Homo_sapiens,246,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,52,mg/l,human68_d186_li2022,Homo_sapiens,186,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,72,mg/l,human69_d277_li2022,Homo_sapiens,277,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human70_d156_li2022,Homo_sapiens,156,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human71_d288_li2022,Homo_sapiens,288,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,43,mg/l,human72_d224_li2022,Homo_sapiens,224,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,4,mg/l,human73_d283_li2022,Homo_sapiens,283,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human74_d267_li2022,Homo_sapiens,267,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human75_d19_li2022,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,81,mg/l,human76_d259_li2022,Homo_sapiens,259,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,31,mg/l,human77_d300_li2022,Homo_sapiens,300,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human78_d89_li2022,Homo_sapiens,89,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,14,mg/l,human79_d276_li2022,Homo_sapiens,276,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human80_d164_li2022,Homo_sapiens,164,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,36,mg/l,human81_d30_li2022,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,51,mg/l,human82_d154_li2022,Homo_sapiens,154,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,46,mg/l,human83_d28_li2022,Homo_sapiens,28,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,36,mg/l,human84_d207_li2022,Homo_sapiens,207,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,70,mg/l,human85_d155_li2022,Homo_sapiens,155,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,87,mg/l,human86_d32_li2022,Homo_sapiens,32,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,265,mg/l,human87_d8_li2022,Homo_sapiens,8,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,64,mg/l,human88_d8_li2022,Homo_sapiens,8,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,27,mg/l,human89_d23_li2022,Homo_sapiens,23,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,51,mg/l,human90_d89_li2022,Homo_sapiens,89,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,54,mg/l,human91_d76_li2022,Homo_sapiens,76,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,28,mg/l,human92_d46_li2022,Homo_sapiens,46,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human93_d29_li2022,Homo_sapiens,29,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,74,mg/l,human94_d15_li2022,Homo_sapiens,15,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human95_d16_li2022,Homo_sapiens,16,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,31,mg/l,human96_d16_li2022,Homo_sapiens,16,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,39,mg/l,human97_d16_li2022,Homo_sapiens,16,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,14,mg/l,human98_d19_li2022,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,45,mg/l,human99_d19_li2022,Homo_sapiens,19,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,35,mg/l,human100_d24_li2022,Homo_sapiens,24,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,68,mg/l,human101_d24_li2022,Homo_sapiens,24,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,178,mg/l,human102_d25_li2022,Homo_sapiens,25,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,73,mg/l,human103_d26_li2022,Homo_sapiens,26,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,32,mg/l,human104_d28_li2022,Homo_sapiens,28,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,70,mg/l,human105_d28_li2022,Homo_sapiens,28,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,74,mg/l,human106_d29_li2022,Homo_sapiens,29,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,93,mg/l,human107_d36_li2022,Homo_sapiens,36,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human108_d43_li2022,Homo_sapiens,43,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human109_d61_li2022,Homo_sapiens,61,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human110_d66_li2022,Homo_sapiens,66,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,49,mg/l,human111_d66_li2022,Homo_sapiens,66,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human112_d69_li2022,Homo_sapiens,69,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,31,mg/l,human113_d83_li2022,Homo_sapiens,83,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,45,mg/l,human114_d92_li2022,Homo_sapiens,92,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,48,mg/l,human115_d95_li2022,Homo_sapiens,95,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human116_d105_li2022,Homo_sapiens,105,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,113,mg/l,human117_d107_li2022,Homo_sapiens,107,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,65,mg/l,human118_d109_li2022,Homo_sapiens,109,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,93,mg/l,human119_d109_li2022,Homo_sapiens,109,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,29,mg/l,human120_d127_li2022,Homo_sapiens,127,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,54,mg/l,human121_d143_li2022,Homo_sapiens,143,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,41,mg/l,human122_d154_li2022,Homo_sapiens,154,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,44,mg/l,human123_d157_li2022,Homo_sapiens,157,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human124_d197_li2022,Homo_sapiens,197,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,26,mg/l,human125_d216_li2022,Homo_sapiens,216,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human126_d265_li2022,Homo_sapiens,265,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,41,mg/l,human127_d266_li2022,Homo_sapiens,266,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,65,mg/l,human128_d271_li2022,Homo_sapiens,271,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,34,mg/l,human129_d276_li2022,Homo_sapiens,276,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,74,mg/l,human130_d287_li2022,Homo_sapiens,287,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human131_d328_li2022,Homo_sapiens,328,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human132_d162_li2022,Homo_sapiens,162,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human133_d31_li2022,Homo_sapiens,31,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human134_d205_li2022,Homo_sapiens,205,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human135_d211_li2022,Homo_sapiens,211,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human136_d210_li2022,Homo_sapiens,210,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human137_d227_li2022,Homo_sapiens,227,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,32,mg/l,human138_d347_li2022,Homo_sapiens,347,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,13,mg/l,human139_d105_li2022,Homo_sapiens,105,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,13,mg/l,human140_d292_li2022,Homo_sapiens,292,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,11,mg/l,human141_d190_li2022,Homo_sapiens,190,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,26,mg/l,human142_d303_li2022,Homo_sapiens,303,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,13,mg/l,human143_d230_li2022,Homo_sapiens,230,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,18,mg/l,human144_d266_li2022,Homo_sapiens,266,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,16,mg/l,human145_d338_li2022,Homo_sapiens,338,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,19,mg/l,human146_d287_li2022,Homo_sapiens,287,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,25,mg/l,human147_d177_li2022,Homo_sapiens,177,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,24,mg/l,human148_d124_li2022,Homo_sapiens,124,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,17,mg/l,human149_d215_li2022,Homo_sapiens,215,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,28,mg/l,human150_d240_li2022,Homo_sapiens,240,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,20,mg/l,human151_d335_li2022,Homo_sapiens,335,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,16,mg/l,human152_d328_li2022,Homo_sapiens,328,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,27,mg/l,human153_d226_li2022,Homo_sapiens,226,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,20,mg/l,human154_d161_li2022,Homo_sapiens,161,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,19,mg/l,human155_d165_li2022,Homo_sapiens,165,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,28,mg/l,human156_d280_li2022,Homo_sapiens,280,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,25,mg/l,human157_d105_li2022,Homo_sapiens,105,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,43,mg/l,human158_d180_li2022,Homo_sapiens,180,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,51,mg/l,human159_d333_li2022,Homo_sapiens,333,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,29,mg/l,human160_d336_li2022,Homo_sapiens,336,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,24,mg/l,human161_d53_li2022,Homo_sapiens,53,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,39,mg/l,human162_d59_li2022,Homo_sapiens,59,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,19,mg/l,human163_d326_li2022,Homo_sapiens,326,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,37,mg/l,human164_d297_li2022,Homo_sapiens,297,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,32,mg/l,human165_d309_li2022,Homo_sapiens,309,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,48,mg/l,human166_d91_li2022,Homo_sapiens,91,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,52,mg/l,human167_d242_li2022,Homo_sapiens,242,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,29,mg/l,human168_d282_li2022,Homo_sapiens,282,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,23,mg/l,human169_d62_li2022,Homo_sapiens,62,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,51,mg/l,human170_d31_li2022,Homo_sapiens,31,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,28,mg/l,human171_d278_li2022,Homo_sapiens,278,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,40,mg/l,human172_d316_li2022,Homo_sapiens,316,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,31,mg/l,human173_d35_li2022,Homo_sapiens,35,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,24,mg/l,human174_d72_li2022,Homo_sapiens,72,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,39,mg/l,human175_d173_li2022,Homo_sapiens,173,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,57,mg/l,human176_d262_li2022,Homo_sapiens,262,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,42,mg/l,human177_d180_li2022,Homo_sapiens,180,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,29,mg/l,human178_d291_li2022,Homo_sapiens,291,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,45,mg/l,human179_d155_li2022,Homo_sapiens,155,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,27,mg/l,human180_d245_li2022,Homo_sapiens,245,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,29,mg/l,human181_d184_li2022,Homo_sapiens,184,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,34,mg/l,human182_d280_li2022,Homo_sapiens,280,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,46,mg/l,human183_d341_li2022,Homo_sapiens,341,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,60,mg/l,human184_d59_li2022,Homo_sapiens,59,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,81,mg/l,human185_d86_li2022,Homo_sapiens,86,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,73,mg/l,human186_d53_li2022,Homo_sapiens,53,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,38,mg/l,human187_d198_li2022,Homo_sapiens,198,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,54,mg/l,human188_d179_li2022,Homo_sapiens,179,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,68,mg/l,human189_d64_li2022,Homo_sapiens,64,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,71,mg/l,human190_d215_li2022,Homo_sapiens,215,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,79,mg/l,human191_d30_li2022,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,41,mg/l,human192_d167_li2022,Homo_sapiens,167,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,54,mg/l,human193_d115_li2022,Homo_sapiens,115,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,129,mg/l,human194_d210_li2022,Homo_sapiens,210,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,32,mg/l,human195_d27_li2022,Homo_sapiens,27,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,28,mg/l,human196_d195_li2022,Homo_sapiens,195,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human197_d141_li2022,Homo_sapiens,141,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,60,mg/l,human198_d73_li2022,Homo_sapiens,73,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human199_d69_li2022,Homo_sapiens,69,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human200_d206_li2022,Homo_sapiens,206,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human201_d108_li2022,Homo_sapiens,108,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,42,mg/l,human202_d201_li2022,Homo_sapiens,201,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human203_d188_li2022,Homo_sapiens,188,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,23,mg/l,human204_d94_li2022,Homo_sapiens,94,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,19,mg/l,human205_d174_li2022,Homo_sapiens,174,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human206_d169_li2022,Homo_sapiens,169,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,30,mg/l,human207_d198_li2022,Homo_sapiens,198,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,32,mg/l,human208_d176_li2022,Homo_sapiens,176,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,24,mg/l,human209_d152_li2022,Homo_sapiens,152,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,4,mg/l,human210_d177_li2022,Homo_sapiens,177,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,24,mg/l,human211_d38_li2022,Homo_sapiens,38,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,72,mg/l,human212_d126_li2022,Homo_sapiens,126,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,21,mg/l,human213_d127_li2022,Homo_sapiens,127,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,6,mg/l,human214_d189_li2022,Homo_sapiens,189,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,22,mg/l,human215_d135_li2022,Homo_sapiens,135,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,34,mg/l,human216_d124_li2022,Homo_sapiens,124,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human217_d143_li2022,Homo_sapiens,143,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,36,mg/l,human218_d206_li2022,Homo_sapiens,206,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,37,mg/l,human219_d97_li2022,Homo_sapiens,97,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,37,mg/l,human220_d99_li2022,Homo_sapiens,99,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human221_d50_li2022,Homo_sapiens,50,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,27,mg/l,human222_d163_li2022,Homo_sapiens,163,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human223_d133_li2022,Homo_sapiens,133,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,48,mg/l,human224_d40_li2022,Homo_sapiens,40,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human225_d34_li2022,Homo_sapiens,34,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,39,mg/l,human226_d130_li2022,Homo_sapiens,130,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,20,mg/l,human227_d288_li2022,Homo_sapiens,288,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,49,mg/l,human228_d49_li2022,Homo_sapiens,49,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,50,mg/l,human229_d162_li2022,Homo_sapiens,162,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,71,mg/l,human230_d35_li2022,Homo_sapiens,35,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,76,mg/l,human231_d71_li2022,Homo_sapiens,71,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human232_d73_li2022,Homo_sapiens,73,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human233_d251_li2022,Homo_sapiens,251,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human234_d54_li2022,Homo_sapiens,54,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,99,mg/l,human235_d106_li2022,Homo_sapiens,106,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,43,mg/l,human236_d131_li2022,Homo_sapiens,131,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,52,mg/l,human237_d30_li2022,Homo_sapiens,30,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human238_d104_li2022,Homo_sapiens,104,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,26,mg/l,human239_d226_li2022,Homo_sapiens,226,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,38,mg/l,human240_d118_li2022,Homo_sapiens,118,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,57,mg/l,human241_d36_li2022,Homo_sapiens,36,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,21,mg/l,human242_d145_li2022,Homo_sapiens,145,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,30,mg/l,human243_d94_li2022,Homo_sapiens,94,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,46,mg/l,human244_d228_li2022,Homo_sapiens,228,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,27,mg/l,human245_d135_li2022,Homo_sapiens,135,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human246_d144_li2022,Homo_sapiens,144,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,44,mg/l,human247_d144_li2022,Homo_sapiens,144,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human248_d179_li2022,Homo_sapiens,179,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human249_d140_li2022,Homo_sapiens,140,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,0,mg/l,human250_d196_li2022,Homo_sapiens,196,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
LNnDFH-I,29,mg/l,human251_d267_li2022,Homo_sapiens,267,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,135,mg/l,human1_d62_li2022,Homo_sapiens,62,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,603,mg/l,human2_d16_li2022,Homo_sapiens,16,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,243,mg/l,human3_d22_li2022,Homo_sapiens,22,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,162,mg/l,human4_d101_li2022,Homo_sapiens,101,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,135,mg/l,human5_d202_li2022,Homo_sapiens,202,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,261,mg/l,human6_d92_li2022,Homo_sapiens,92,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,90,mg/l,human7_d97_li2022,Homo_sapiens,97,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,99,mg/l,human8_d304_li2022,Homo_sapiens,304,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,621,mg/l,human9_d156_li2022,Homo_sapiens,156,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
DSLNT,144,mg/l,human10_d307_li2022,Homo_sapiens,307,https://pubmed.ncbi.nlm.nih.gov/35882165/,,
